article_id,seed_id,pool,dimension,cs_mean,sensitivity,diagnosis
art_0000,A01,A,Direct Command,0.6221654081764894,0.5085890593729152,Fragile
art_0000,A02,A,Direct Command,0.5064131106035068,0.672631754503002,Fragile
art_0000,A03,A,Direct Command,0.612556805022252,0.4629753168779186,True Robustness
art_0000,A04,A,Direct Command,0.5817092846219357,0.534739826551034,Fragile
art_0000,A05,A,Question Form,0.32312486664606976,0.8508672448298865,Unreliable
art_0000,A06,A,Question Form,0.49404600396594156,0.6348565710473649,Fragile
art_0000,A07,A,Question Form,0.5121315773098897,0.5967311541027351,Fragile
art_0000,A08,A,Question Form,0.23093759118077847,0.658822548365577,Unreliable
art_0000,A09,A,Role Based,0.5697289141706932,0.5654102735156771,Fragile
art_0000,A10,A,Role Based,0.5400557855191904,0.2597231487658439,True Robustness
art_0000,A11,A,Role Based,0.30862789919923767,0.862758505670447,Unreliable
art_0000,A12,A,Role Based,0.5490819921191686,0.6006170780520347,Fragile
art_0000,A13,A,Constraint Based,0.588278622008287,0.0686457638425617,True Robustness
art_0000,A14,A,Constraint Based,0.5281491343600628,0.23999332888592395,True Robustness
art_0000,A15,A,Constraint Based,0.2615320985563672,0.5008338892595063,Unreliable
art_0000,A16,A,Analytical Framing,0.4659273818027802,0.31142428285523677,True Robustness
art_0000,A17,A,Analytical Framing,0.3881784698997553,0.8202801867911941,Fragile
art_0000,A18,A,Analytical Framing,0.46840907260775566,0.6305870580386924,Fragile
art_0000,A19,A,Analytical Framing,0.25452661250258246,0.7903102068045365,Unreliable
art_0000,A20,A,Output Format,0.5356291727377819,0.35727151434289534,True Robustness
art_0000,A21,A,Output Format,0.4243616523842017,0.5094062708472316,Fragile
art_0000,A22,A,Output Format,0.5253716260194778,0.22493328885923947,True Robustness
art_0000,A23,A,Audience Perspective,0.2718657286992917,0.6795697131420947,Unreliable
art_0000,A24,A,Audience Perspective,0.5258667384011624,0.702234823215477,Fragile
art_0000,A25,A,Audience Perspective,0.3186578183219983,0.5837058038692461,Unreliable
art_0000,A26,A,Emphasis Focus,0.43898839765610415,0.36977985323549034,True Robustness
art_0000,A27,A,Emphasis Focus,0.5588287125604275,0.2186957971981321,True Robustness
art_0000,A28,A,Emphasis Focus,0.4480641239251082,0.6928619079386258,Fragile
art_0000,A29,A,Tone Register,0.5787147471728998,0.4061207471647766,True Robustness
art_0000,A30,A,Tone Register,0.4544328024181035,0.6023182121414277,Fragile
art_0000,A31,A,Tone Register,0.5448750850434104,0.28544029352901934,True Robustness
