article_id,seed_id,pool,dimension,cs_mean,sensitivity,diagnosis
art_0000,A01,A,Direct Command,0.45032973224535966,0.49639759839893255,True Robustness
art_0000,A02,A,Direct Command,0.5392421590021025,0.6889259506337558,Fragile
art_0000,A03,A,Direct Command,0.6032294272803344,0.46072381587725153,True Robustness
art_0000,A04,A,Direct Command,0.5720127777029307,0.4060373582388259,True Robustness
art_0000,A05,A,Question Form,0.3797075652445739,0.5593562374916612,Fragile
art_0000,A06,A,Question Form,0.45607715580039293,0.5445463642428285,Fragile
art_0000,A07,A,Question Form,0.4576749030787211,0.40238492328218806,True Robustness
art_0000,A08,A,Question Form,0.2756053178320424,0.7882588392261508,Unreliable
art_0000,A09,A,Role Based,0.577172845028914,0.418812541694463,True Robustness
art_0000,A10,A,Role Based,0.5272492741226019,0.4188458972648432,True Robustness
art_0000,A11,A,Role Based,0.552520561294678,0.4262008005336891,True Robustness
art_0000,A12,A,Role Based,0.5423544355883049,0.5881087391594396,Fragile
art_0000,A13,A,Constraint Based,0.45681362618238497,0.6864909939959974,Fragile
art_0000,A14,A,Constraint Based,0.5672316109904877,0.25111741160773854,True Robustness
art_0000,A15,A,Constraint Based,0.2979148246873266,0.3555370246831221,Consistently Poor
art_0000,A16,A,Analytical Framing,0.44034583463172355,0.4454302868579053,True Robustness
art_0000,A17,A,Analytical Framing,0.4845737017488155,0.4606737825216811,True Robustness
art_0000,A18,A,Analytical Framing,0.4550348591680329,0.45777184789859904,True Robustness
art_0000,A19,A,Analytical Framing,0.3526494988980584,0.6512841894596398,Unreliable
art_0000,A20,A,Output Format,0.5784073575184896,0.48532354903268843,True Robustness
art_0000,A21,A,Output Format,0.405251729564789,0.8174783188792528,Fragile
art_0000,A22,A,Output Format,0.49484841878979635,0.5844062708472315,Fragile
art_0000,A23,A,Audience Perspective,0.45053295807865196,0.6286024016010674,Fragile
art_0000,A24,A,Audience Perspective,0.5392583158726877,0.5438625750500334,Fragile
art_0000,A25,A,Audience Perspective,0.3672540895163248,0.6479986657771848,Fragile
art_0000,A26,A,Emphasis Focus,0.49302349833007425,0.4100900600400267,True Robustness
art_0000,A27,A,Emphasis Focus,0.5543821383840762,0.3818045363575717,True Robustness
art_0000,A28,A,Emphasis Focus,0.3919292402465661,0.6971480987324883,Fragile
art_0000,A29,A,Tone Register,0.5706262776675898,0.4130587058038692,True Robustness
art_0000,A30,A,Tone Register,0.33775241281359625,0.5744496330887258,Unreliable
art_0000,A31,A,Tone Register,0.5059879570005414,0.5914776517678452,Fragile
art_0000,A32,A,Tone Register,0.4260784149265442,0.6235823882588392,Fragile
art_0000,A33,A,Completeness Framing,0.4778180228402982,0.8129753168779187,Fragile
art_0000,A34,A,Completeness Framing,0.5735851109792026,0.27154769846564375,True Robustness
art_0000,A35,A,Completeness Framing,0.5743382731691385,0.5052701801200801,Fragile
art_0000,B01,B,Lexical Filter,0.5890195263692967,0.41042361574382924,True Robustness
art_0000,B02,B,Lexical Filter,0.49140141312128466,0.6278185456971315,Fragile
art_0000,B03,B,Lexical Filter,0.5035115959457098,0.5739326217478319,Fragile
art_0000,B04,B,Theme Isolation,0.48357050951856834,0.5461807871914609,Fragile
art_0000,B05,B,Theme Isolation,0.5070995937268704,0.5020180120080053,Fragile
art_0000,B06,B,Theme Isolation,0.3990640269878965,0.8641927951967978,Fragile
art_0000,B07,B,Theme Isolation,0.5029503837084541,0.5291027351567712,Fragile
art_0000,B08,B,Theme Isolation,0.5016465771656771,0.5769179452968646,Fragile
art_0000,B09,B,Persona / Tone,0.3730457899136803,0.30535356904603067,True Robustness
art_0000,B10,B,Persona / Tone,0.22432533794870746,0.607755170113409,Unreliable
art_0000,B11,B,Persona / Tone,0.5989102251254595,0.29404603068712476,True Robustness
art_0000,B12,B,Persona / Tone,0.24167616562201424,0.6903102068045363,Unreliable
art_0000,B13,B,Persona / Tone,0.4717945136750738,0.2924783188792528,True Robustness
art_0000,B14,B,Persona / Tone,0.3012820512820513,0.6183789192795196,Unreliable
art_0000,B15,B,Meta-reflection,0.2982557850579421,0.5540693795863909,Unreliable
art_0001,A01,A,Direct Command,0.28145563654187655,0.3766677785190127,Consistently Poor
art_0001,A02,A,Direct Command,0.21296296296296294,0.5094563042028019,Unreliable
art_0001,A03,A,Direct Command,0.23351584216234864,0.510657104736491,Unreliable
art_0001,A04,A,Direct Command,0.21160072883315106,0.5936457638425617,Unreliable
art_0001,A05,A,Question Form,0.18132583115948364,0.39231154102735155,Consistently Poor
art_0001,A06,A,Question Form,0.22222222222222224,0.4557038025350233,Consistently Poor
art_0001,A07,A,Question Form,0.18239791310150866,0.6755503669112741,Unreliable
art_0001,A08,A,Question Form,0.16925190047671398,0.3979152768512342,Consistently Poor
art_0001,A09,A,Role Based,0.27452845264364173,0.5965143428952635,Unreliable
art_0001,A10,A,Role Based,0.2037037037037037,0.17363242161440962,Consistently Poor
art_0001,A11,A,Role Based,0.2259505828109535,0.6253168779186126,Unreliable
art_0001,A12,A,Role Based,0.236428927362862,0.4031687791861241,Consistently Poor
art_0001,A13,A,Constraint Based,0.24739825601379076,0.31649432955303536,Consistently Poor
art_0001,A14,A,Constraint Based,0.2130601119370786,0.13197131420947297,Consistently Poor
art_0001,A15,A,Constraint Based,0.2324332822506592,0.3487324883255503,Consistently Poor
art_0001,A16,A,Analytical Framing,0.24074074074074078,0.6271347565043361,Unreliable
art_0001,A17,A,Analytical Framing,0.23148148148148148,0.5735823882588392,Unreliable
art_0001,A18,A,Analytical Framing,0.2415460677110349,0.4200466977985324,Consistently Poor
art_0001,A19,A,Analytical Framing,0.21296296296296294,0.15588725817211474,Consistently Poor
art_0001,A20,A,Output Format,0.19837081090857586,0.6264843228819212,Unreliable
art_0001,A21,A,Output Format,0.31566228641679994,0.34866577718478986,Consistently Poor
art_0001,A22,A,Output Format,0.21787768257436932,0.4208305537024683,Consistently Poor
art_0001,A23,A,Audience Perspective,0.20697842759114723,0.5700133422281521,Unreliable
art_0001,A24,A,Audience Perspective,0.2744715626317042,0.5309873248832555,Unreliable
art_0001,A25,A,Audience Perspective,0.2174432638135773,0.605386924616411,Unreliable
art_0001,A26,A,Emphasis Focus,0.28703703703703703,0.49609739826551036,Consistently Poor
art_0001,A27,A,Emphasis Focus,0.3811847488740803,0.3005170113408939,True Robustness
art_0001,A28,A,Emphasis Focus,0.21235670183819755,0.6158438959306205,Unreliable
art_0001,A29,A,Tone Register,0.2317869081679318,0.44611407605070047,Consistently Poor
art_0001,A30,A,Tone Register,0.23443450442411837,0.5902768512341561,Unreliable
art_0001,A31,A,Tone Register,0.2407407407407407,0.6296531020680455,Unreliable
art_0001,A32,A,Tone Register,0.27057801169791706,0.5200466977985324,Unreliable
art_0001,A33,A,Completeness Framing,0.1923740031197667,0.6336057371581054,Unreliable
art_0001,A34,A,Completeness Framing,0.2501442960842892,0.43455637091394267,Consistently Poor
art_0001,A35,A,Completeness Framing,0.23429194439409504,0.28407271514342897,Consistently Poor
art_0001,B01,B,Lexical Filter,0.22637826162907815,0.2575216811207472,Consistently Poor
art_0001,B02,B,Lexical Filter,0.2758456283697375,0.2769346230820547,Consistently Poor
art_0001,B03,B,Lexical Filter,0.21089049113086525,0.5124583055370248,Unreliable
art_0001,B04,B,Theme Isolation,0.20370370370370372,0.6406270847231488,Unreliable
art_0001,B05,B,Theme Isolation,0.20370370370370372,0.7020847231487658,Unreliable
art_0001,B06,B,Theme Isolation,0.21543642114502962,0.3773348899266178,Consistently Poor
art_0001,B07,B,Theme Isolation,0.21305263666781013,0.5479986657771847,Unreliable
art_0001,B08,B,Theme Isolation,0.26632532399768627,0.7082388258839227,Unreliable
art_0001,B09,B,Persona / Tone,0.21296296296296294,0.20742161440960638,Consistently Poor
art_0001,B10,B,Persona / Tone,0.15779606213241262,0.5047865243495664,Unreliable
art_0001,B11,B,Persona / Tone,0.2529126150119636,0.6060373582388259,Unreliable
art_0001,B12,B,Persona / Tone,0.2827126517271002,0.546714476317545,Unreliable
art_0001,B13,B,Persona / Tone,0.19444444444444442,0.4435957304869913,Consistently Poor
art_0001,B14,B,Persona / Tone,0.20370370370370372,0.497098065376918,Consistently Poor
art_0001,B15,B,Meta-reflection,0.22175075082675363,0.3344229486324216,Consistently Poor
art_0002,A01,A,Direct Command,0.503333067850155,0.012341561040693796,True Robustness
art_0002,A02,A,Direct Command,0.42736974144902296,0.6449799866577719,Fragile
art_0002,A03,A,Direct Command,0.4739257448590269,0.34604736490994004,True Robustness
art_0002,A04,A,Direct Command,0.47291530296206474,0.7061207471647766,Fragile
art_0002,A05,A,Question Form,0.27637581372012693,0.6228318879252835,Unreliable
art_0002,A06,A,Question Form,0.40196078431372545,0.45278519012675117,True Robustness
art_0002,A07,A,Question Form,0.16934197211601573,0.766827885256838,Unreliable
art_0002,A08,A,Question Form,0.20785093661534657,0.7273182121414276,Unreliable
art_0002,A09,A,Role Based,0.5427923470954684,0.5425450300200133,Fragile
art_0002,A10,A,Role Based,0.39830374887998343,0.2810206804536357,True Robustness
art_0002,A11,A,Role Based,0.47404297298350023,0.6346731154102735,Fragile
art_0002,A12,A,Role Based,0.4730048867252965,0.6986157438292194,Fragile
art_0002,A13,A,Constraint Based,0.140549376246282,0.26127418278852566,Consistently Poor
art_0002,A14,A,Constraint Based,0.4466028508054567,0.2886591060707138,True Robustness
art_0002,A15,A,Constraint Based,0.3866220150581177,0.8527685123415611,Fragile
art_0002,A16,A,Analytical Framing,0.37745098039215685,0.570913942628419,Fragile
art_0002,A17,A,Analytical Framing,0.35294117647058826,0.6848899266177452,Unreliable
art_0002,A18,A,Analytical Framing,0.4164327712291303,0.4486991327551701,True Robustness
art_0002,A19,A,Analytical Framing,0.14215686274509806,0.8155270180120081,Unreliable
art_0002,A20,A,Output Format,0.47432939781277783,0.44209472981987996,True Robustness
art_0002,A21,A,Output Format,0.5319050130087372,0.18937625083388926,True Robustness
art_0002,A22,A,Output Format,0.4536612438878007,0.4171947965310207,True Robustness
art_0002,A23,A,Audience Perspective,0.3616423947444441,0.6860073382254837,Fragile
art_0002,A24,A,Audience Perspective,0.5129558655122916,0.526184122748499,Fragile
art_0002,A25,A,Audience Perspective,0.41416624293368137,0.761574382921948,Fragile
art_0002,A26,A,Emphasis Focus,0.3981912702541141,0.3929286190793862,True Robustness
art_0002,A27,A,Emphasis Focus,0.44462354428005885,0.5891761174116077,Fragile
art_0002,A28,A,Emphasis Focus,0.2608100523551305,0.8315210140093396,Unreliable
art_0002,A29,A,Tone Register,0.4943073934638033,0.5410273515677118,Fragile
art_0002,A30,A,Tone Register,0.44468839016432554,0.5339559706470981,Fragile
art_0002,A31,A,Tone Register,0.46539719882832076,0.4006504336224149,True Robustness
art_0002,A32,A,Tone Register,0.48274413742782435,0.5570547031354236,Fragile
art_0002,A33,A,Completeness Framing,0.3030582287294023,0.8408272181454303,Unreliable
art_0002,A34,A,Completeness Framing,0.4806345117588837,0.48475650433622414,True Robustness
art_0002,A35,A,Completeness Framing,0.4670388036973628,0.5226817878585723,Fragile
art_0002,B01,B,Lexical Filter,0.47784716792989007,0.44009339559706473,True Robustness
art_0002,B02,B,Lexical Filter,0.5230448767542838,0.28420613742495,True Robustness
art_0002,B03,B,Lexical Filter,0.32032168820938645,0.5238492328218812,Unreliable
art_0002,B04,B,Theme Isolation,0.3716523895113199,0.892244829886591,Fragile
art_0002,B05,B,Theme Isolation,0.34327019095493877,0.7432288192128086,Unreliable
art_0002,B06,B,Theme Isolation,0.11274509803921569,0.5782354903268846,Unreliable
art_0002,B07,B,Theme Isolation,0.42962610707892207,0.5924449633088725,Fragile
art_0002,B08,B,Theme Isolation,0.3548510379395356,0.7172114743162107,Unreliable
art_0002,B09,B,Persona / Tone,0.13725490196078433,0.28664109406270843,Consistently Poor
art_0002,B10,B,Persona / Tone,0.3805971559155367,0.7371747831887925,Fragile
art_0002,B11,B,Persona / Tone,0.4556777176319384,0.3633088725817211,True Robustness
art_0002,B12,B,Persona / Tone,0.41705682772923913,0.8003335557038025,Fragile
art_0002,B13,B,Persona / Tone,0.377741090222901,0.6203302201467646,Fragile
art_0002,B14,B,Persona / Tone,0.2156862745098039,0.5972981987991995,Unreliable
art_0002,B15,B,Meta-reflection,0.3994689237910743,0.48660773849232825,True Robustness
art_0003,A01,A,Direct Command,0.5034014021356901,0.07121414276184124,True Robustness
art_0003,A02,A,Direct Command,0.5138361035535733,0.6224316210807206,Fragile
